Time_s,Coherence,SNR,Frequency_Hz
3022.0,0.889,1.7779,228.5
3023.0,0.6048,1.2097,232.5
3024.0,0.623,1.246,228.0
3025.0,0.7109,1.4219,228.0
3026.0,0.7826,1.5652,230.0
3027.0,0.7325,1.465,232.0
3028.0,0.8255,1.6509,229.0
3029.0,0.6428,1.2856,230.5
3030.0,0.7192,1.4384,230.5
3031.0,0.6512,1.3024,229.5
3032.0,0.8303,1.6606,229.5
3033.0,0.7502,1.5004,229.5
3034.0,0.8039,1.6078,231.0
3035.0,0.7739,1.5478,227.5
3036.0,0.7696,1.5391,228.0
3037.0,0.8518,1.7035,227.5
3038.0,0.7718,1.5436,232.0
3039.0,0.9601,1.9201,231.5
3040.0,0.9185,1.8369,229.5
3041.0,0.6523,1.3046,232.5
3042.0,0.7854,1.5708,230.0
3043.0,0.7145,1.429,230.0
3044.0,0.3681,0.7362,228.0
3045.0,0.4734,0.9468,230.5
3046.0,0.7169,1.4338,228.0
3047.0,0.95,1.9,232.0
3048.0,0.8583,1.7166,229.5
3049.0,0.9158,1.8315,228.5
3050.0,0.7429,1.4858,229.0
3051.0,0.6953,1.3906,229.0
3052.0,0.7102,1.4203,228.5
3053.0,0.6759,1.3518,230.0
3054.0,0.3819,0.7638,230.0
3055.0,0.604,1.2081,232.5
3056.0,0.6342,1.2685,231.5
3057.0,0.8528,1.7055,232.5
3058.0,0.3433,0.6865,228.0
3059.0,0.9253,1.8505,231.0
3060.0,0.8854,1.7709,232.0
3061.0,0.8709,1.7418,232.0
3062.0,0.5925,1.185,232.0
3063.0,0.9623,1.9245,231.0
3064.0,0.9465,1.8931,231.0
3065.0,0.7884,1.5769,227.5
3066.0,0.544,1.0881,228.0
3067.0,0.8316,1.6632,228.5
3068.0,0.8715,1.7429,227.5
3069.0,0.4541,0.9082,232.5
3070.0,0.5084,1.0168,232.5
3071.0,0.7115,1.423,228.5
3072.0,0.8147,1.6293,229.5
3073.0,0.8104,1.6208,229.5
3074.0,0.9108,1.8215,227.5
3075.0,0.8237,1.6475,228.0
3076.0,0.8967,1.7934,231.0
3077.0,0.6051,1.2103,230.5
3078.0,0.7954,1.5907,231.0
3079.0,0.842,1.6839,231.0
3080.0,0.504,1.0079,230.5
3081.0,0.838,1.6759,229.5
3082.0,0.5989,1.1978,231.5
3083.0,0.7883,1.5767,231.5
3084.0,0.7955,1.5909,231.5
3085.0,0.8852,1.7704,229.0
3086.0,0.8964,1.7928,229.5
3087.0,0.7245,1.449,232.5
3088.0,0.8718,1.7436,232.5
3089.0,0.7719,1.5437,232.0
3090.0,0.6199,1.2398,231.0
3091.0,0.7998,1.5996,231.0
3092.0,0.9814,1.9628,231.0
3093.0,0.7652,1.5304,228.0
3094.0,0.6964,1.3928,231.5
3095.0,0.888,1.7761,231.5
3096.0,0.7238,1.4476,229.0
3097.0,0.3222,0.6444,231.0
3098.0,0.5333,1.0666,230.5
3099.0,0.4559,0.9118,229.5
3100.0,0.5921,1.1842,232.0
3101.0,0.6753,1.3506,230.0
3102.0,0.4716,0.9432,229.0
3103.0,0.6838,1.3676,231.0
3104.0,0.6865,1.373,231.0
3105.0,0.696,1.3921,232.5
3106.0,0.7164,1.4328,230.0
3107.0,0.8143,1.6286,231.5
3108.0,0.8782,1.7564,231.5
3109.0,0.6477,1.2955,231.0
3110.0,0.6191,1.2383,227.5
3111.0,0.6834,1.3669,229.0
3112.0,0.5484,1.0967,230.0
3113.0,0.7834,1.5667,228.0
3114.0,0.7728,1.5457,232.0
3115.0,0.8248,1.6497,228.5
3116.0,0.7526,1.5051,231.0
3117.0,0.6902,1.3804,230.5
3118.0,0.6342,1.2684,232.0
3119.0,0.5293,1.0587,229.0
3120.0,0.7211,1.4422,227.5
3121.0,0.8323,1.6646,232.0
3122.0,0.535,1.07,227.5
3123.0,0.9008,1.8016,228.0
3124.0,0.7152,1.4304,228.0
3125.0,0.8694,1.7389,229.0
3126.0,0.6354,1.2708,230.0
3127.0,0.8456,1.6911,228.0
3128.0,0.7883,1.5766,230.0
3129.0,0.768,1.5359,230.0
3130.0,0.7318,1.4636,232.0
3131.0,0.9727,1.9454,232.0
3132.0,0.6337,1.2674,229.5
3133.0,0.6546,1.3091,229.0
3134.0,0.7584,1.5167,230.0
3135.0,0.602,1.204,231.5
3136.0,0.4795,0.959,230.5
3137.0,0.6463,1.2926,227.5
3138.0,0.8702,1.7404,227.5
3139.0,0.6399,1.2798,227.5
3140.0,0.6901,1.3802,231.0
3141.0,0.7774,1.5548,229.5
3142.0,0.7794,1.5589,229.5
3143.0,0.6652,1.3304,228.0
3144.0,0.5437,1.0875,230.0
3145.0,0.7255,1.4509,227.5
3146.0,0.8982,1.7963,228.5
3147.0,0.9159,1.8318,228.5
3148.0,0.9427,1.8853,229.0
3149.0,0.671,1.3421,229.0
3150.0,0.6327,1.2654,229.0
3151.0,0.8472,1.6944,230.5
3152.0,0.7826,1.5651,227.5
3153.0,0.8366,1.6731,228.0
3154.0,0.7439,1.4877,231.5
3155.0,0.6623,1.3247,230.0
3156.0,0.8403,1.6805,229.0
3157.0,0.8767,1.7534,229.0
3158.0,0.9355,1.8709,232.5
3159.0,0.5918,1.1836,231.0
3160.0,0.6513,1.3026,231.0
3161.0,0.5092,1.0184,227.5
3162.0,0.7357,1.4714,227.5
3163.0,0.8351,1.6703,232.5
3164.0,0.7435,1.4871,228.0
3165.0,0.6714,1.3428,228.5
3166.0,0.6013,1.2025,227.5
3167.0,0.6849,1.3699,230.0
3168.0,0.7032,1.4064,228.0
3169.0,0.8015,1.603,231.5
3170.0,0.564,1.128,231.5
3171.0,0.6112,1.2224,230.0
3172.0,0.6104,1.2208,231.5
3173.0,0.6378,1.2757,229.0
3174.0,0.5001,1.0001,229.0
3175.0,0.6766,1.3532,230.5
3176.0,0.6448,1.2896,232.5
3177.0,0.9785,1.957,231.5
3178.0,0.8685,1.7369,229.5
3179.0,0.7396,1.4792,229.5
3180.0,0.8917,1.7834,231.5
3181.0,0.7408,1.4816,230.0
3182.0,0.6522,1.3044,230.0
3183.0,0.8015,1.6031,232.0
3184.0,0.7334,1.4669,232.5
3185.0,0.6706,1.3411,228.0
3186.0,0.6833,1.3667,230.5
3187.0,0.5405,1.081,228.0
3188.0,0.4174,0.8348,227.5
3189.0,0.7097,1.4194,231.0
3190.0,0.7866,1.5732,228.0
3191.0,0.8714,1.7428,228.0
3192.0,0.8109,1.6217,232.5
3193.0,0.5702,1.1404,229.0
3194.0,0.8647,1.7294,228.5
3195.0,0.6409,1.2818,230.0
3196.0,0.7671,1.5341,232.5
3197.0,0.8667,1.7334,232.5
3198.0,0.8881,1.7762,232.5
3199.0,0.9361,1.8722,229.0
3200.0,0.7557,1.5115,229.0
3201.0,0.7248,1.4496,230.5
3202.0,0.9244,1.8487,231.0
3203.0,0.4101,0.8203,228.5
3204.0,0.5444,1.0889,228.5
3205.0,0.8122,1.6244,231.5
3206.0,0.8745,1.7491,231.5
3207.0,0.7984,1.5968,230.5
3208.0,0.6602,1.3205,228.5
3209.0,0.7509,1.5017,227.5
3210.0,0.9321,1.8641,227.5
3211.0,0.971,1.942,227.5
3212.0,0.778,1.5561,227.5
3213.0,0.6553,1.3105,230.5
3214.0,0.8486,1.6971,230.0
3215.0,0.7317,1.4634,230.0
3216.0,0.8346,1.6691,230.0
3217.0,0.6075,1.2151,232.0
3218.0,0.5545,1.1089,230.0
3219.0,0.9674,1.9348,227.5
3220.0,0.841,1.6819,229.0
3221.0,0.7505,1.501,232.0
3222.0,0.6693,1.3385,229.5
3223.0,0.7833,1.5666,229.5
3224.0,0.8272,1.6545,231.5
3225.0,0.8735,1.7469,227.5
3226.0,0.5582,1.1163,228.5
3227.0,0.6577,1.3154,230.0
3228.0,0.6834,1.3667,231.0
3229.0,0.6815,1.3631,232.0
3230.0,0.6273,1.2546,229.5
3231.0,0.5489,1.0978,230.0
3232.0,0.6915,1.3829,228.5
3233.0,0.691,1.3821,228.0
3234.0,0.5988,1.1975,231.5
3235.0,0.8973,1.7946,230.0
3236.0,0.9141,1.8281,230.0
3237.0,0.8264,1.6528,228.5
3238.0,0.8312,1.6624,227.5
3239.0,0.7551,1.5102,232.5
3240.0,0.7035,1.4071,229.0
3241.0,0.7657,1.5313,232.0
3242.0,0.8265,1.653,232.5
3243.0,0.8051,1.6103,229.0
3244.0,0.8281,1.6562,232.5
3245.0,0.7083,1.4166,228.5
3246.0,0.7818,1.5636,229.0
3247.0,0.9304,1.8608,230.5
3248.0,0.6673,1.3347,228.5
3249.0,0.5784,1.1569,232.5
3250.0,0.7167,1.4335,227.5
3251.0,0.616,1.2321,232.0
3252.0,0.4721,0.9442,230.5
3253.0,0.3331,0.6662,229.0
3254.0,0.9289,1.8579,229.5
3255.0,0.7323,1.4646,229.5
3256.0,0.6736,1.3472,229.5
3257.0,0.6445,1.289,232.5
3258.0,0.6311,1.2623,232.0
3259.0,0.8822,1.7645,231.0
3260.0,0.8799,1.7598,231.0
3261.0,0.9563,1.9127,229.0
3262.0,0.5313,1.0626,228.0
3263.0,0.8192,1.6385,231.0
3264.0,0.4953,0.9906,231.0
3265.0,0.8768,1.7536,232.5
3266.0,0.9176,1.8353,231.5
3267.0,0.4884,0.9769,228.5
3268.0,0.6766,1.3533,228.5
3269.0,0.8405,1.681,230.0
3270.0,0.8763,1.7527,228.5
3271.0,0.7531,1.5061,228.5
3272.0,0.7876,1.5752,228.5
3273.0,0.8787,1.7575,227.5
3274.0,0.8422,1.6843,231.0
3275.0,0.691,1.3819,231.0
3276.0,0.542,1.0841,230.5
3277.0,0.3592,0.7183,232.5
3278.0,0.4468,0.8937,231.0
3279.0,0.7955,1.5909,227.5
3280.0,0.7652,1.5305,227.5
3281.0,0.6961,1.3923,228.5
3282.0,0.7676,1.5353,232.0
3283.0,0.668,1.3361,231.5
3284.0,0.5549,1.1099,228.5
3285.0,0.5422,1.0843,229.0
3286.0,0.8164,1.6327,230.5
3287.0,0.8357,1.6713,229.0
3288.0,0.8303,1.6605,228.0
3289.0,0.8455,1.691,228.0
3290.0,0.7709,1.5418,228.0
3291.0,0.8781,1.7563,232.0
3292.0,0.8274,1.6548,232.5
3293.0,0.7205,1.441,231.5
3294.0,0.7593,1.5187,228.5
3295.0,0.7481,1.4961,228.0
3296.0,0.5334,1.0667,231.0
3297.0,0.7647,1.5295,231.0
3298.0,0.799,1.5981,232.5
3299.0,0.6992,1.3983,231.0
3300.0,0.7142,1.4283,231.0
3301.0,0.7772,1.5544,228.5
3302.0,0.7219,1.4438,228.5
3303.0,0.6811,1.3622,228.0
3304.0,0.7275,1.4549,229.5
3305.0,0.9163,1.8326,231.0
3306.0,0.734,1.4679,227.5
3307.0,0.8058,1.6116,227.5
3308.0,0.9242,1.8483,227.5
3309.0,0.9113,1.8226,232.0
3310.0,0.5285,1.0569,229.5
3311.0,0.7517,1.5034,229.5
3312.0,0.4546,0.9091,231.5
3313.0,0.6845,1.3689,232.5
3314.0,0.8162,1.6325,232.0
3315.0,0.6637,1.3275,228.5
3316.0,0.737,1.474,228.5
3317.0,0.585,1.1701,230.0
3318.0,0.7847,1.5694,228.0
3319.0,0.8537,1.7074,228.5
3320.0,0.8899,1.7799,228.5
3321.0,0.6819,1.3639,231.0
3322.0,0.8522,1.7044,230.5
3323.0,0.8102,1.6204,230.5
3324.0,0.5857,1.1715,230.0
3325.0,0.8303,1.6606,232.5
3326.0,0.8815,1.763,228.5
3327.0,0.6313,1.2627,230.0
3328.0,0.7083,1.4166,228.0
3329.0,0.5648,1.1297,228.0
3330.0,0.8698,1.7397,228.0
3331.0,0.5655,1.131,228.5
3332.0,0.5093,1.0187,230.5
3333.0,0.5732,1.1465,229.0
3334.0,0.6564,1.3127,230.0
3335.0,0.8116,1.6232,229.0
3336.0,0.795,1.5899,232.5
3337.0,0.7532,1.5065,232.0
3338.0,0.5636,1.1272,228.5
3339.0,0.9138,1.8275,231.5
3340.0,0.8171,1.6342,230.5
3341.0,0.8122,1.6245,232.5
3342.0,0.9257,1.8514,228.5
3343.0,0.9741,1.9482,228.5
3344.0,0.7794,1.5588,230.0
3345.0,0.8763,1.7527,231.5
3346.0,0.7494,1.4989,232.5
3347.0,0.842,1.6841,228.0
3348.0,0.6769,1.3538,227.5
3349.0,0.7251,1.4502,232.0
3350.0,0.8095,1.6191,231.5
3351.0,0.8082,1.6164,229.5
3352.0,0.6439,1.2879,229.5
3353.0,0.7106,1.4212,229.5
3354.0,0.6314,1.2627,231.0
3355.0,0.5869,1.1737,227.5
3356.0,0.932,1.8639,231.5
3357.0,0.8264,1.6529,228.5
3358.0,0.6974,1.3948,229.0
3359.0,0.5775,1.155,228.5
3360.0,0.926,1.852,232.0
3361.0,0.5309,1.0618,231.0
3362.0,0.774,1.548,228.5
3363.0,0.7634,1.5268,231.5
3364.0,0.6204,1.2408,232.5
3365.0,0.5496,1.0992,232.5
3366.0,0.7408,1.4816,228.0
3367.0,0.9771,1.9541,231.5
3368.0,0.9379,1.8758,228.5
3369.0,0.917,1.834,231.5
3370.0,0.7245,1.449,232.0
3371.0,0.8526,1.7052,228.5
3372.0,0.6548,1.3095,228.5
3373.0,0.8021,1.6042,229.5
3374.0,0.381,0.7619,229.5
3375.0,0.6317,1.2634,229.5
3376.0,0.5523,1.1047,231.0
3377.0,0.7991,1.5982,230.0
3378.0,0.9113,1.8227,228.0
3379.0,0.8653,1.7307,228.0
3380.0,0.8444,1.6888,228.0
3381.0,0.6896,1.3791,228.0
3382.0,0.6291,1.2582,232.0
3383.0,0.6194,1.2388,229.5
3384.0,0.7607,1.5214,229.5
3385.0,0.9291,1.8582,228.5
3386.0,0.785,1.5699,227.5
3387.0,0.8122,1.6244,232.5
3388.0,0.6987,1.3973,229.0
3389.0,0.504,1.0081,227.5
3390.0,0.559,1.1179,228.0
3391.0,0.7975,1.595,228.0
3392.0,0.875,1.75,232.5
3393.0,0.5712,1.1424,230.5
3394.0,0.8352,1.6704,230.5
3395.0,0.6761,1.3521,230.5
3396.0,0.9394,1.8787,231.0
3397.0,0.7907,1.5813,231.0
3398.0,0.7686,1.5372,227.5
3399.0,0.824,1.648,232.0
3400.0,0.8229,1.6458,228.5
3401.0,0.9535,1.907,229.0
3402.0,0.8943,1.7886,229.0
3403.0,0.741,1.482,232.0
3404.0,0.8104,1.6208,230.5
3405.0,0.6134,1.2268,229.5
3406.0,0.6457,1.2915,229.5
3407.0,0.7978,1.5957,232.5
3408.0,0.7868,1.5736,228.5
3409.0,0.7421,1.4843,229.5
3410.0,0.7702,1.5405,231.5
3411.0,0.7046,1.4092,231.5
3412.0,0.8191,1.6383,229.0
3413.0,0.4906,0.9812,229.0
3414.0,0.8032,1.6065,228.0
3415.0,0.8456,1.6913,228.5
3416.0,0.5376,1.0752,232.5
3417.0,0.6931,1.3862,232.0
3418.0,0.8493,1.6986,232.0
3419.0,0.7194,1.4388,229.0
3420.0,0.7909,1.5818,230.0
3421.0,0.8522,1.7045,231.5
3422.0,0.8627,1.7253,230.0
3423.0,0.9551,1.9102,231.5
3424.0,0.7006,1.4013,228.5
3425.0,0.9361,1.8721,229.5
3426.0,0.6292,1.2584,232.5
3427.0,0.8409,1.6817,231.5
3428.0,0.8128,1.6255,229.0
3429.0,0.3868,0.7736,228.5
3430.0,0.5064,1.0127,231.5
3431.0,0.7961,1.5923,228.0
3432.0,0.8973,1.7946,228.0
3433.0,0.8119,1.6239,228.0
3434.0,0.7862,1.5724,228.0
3435.0,0.5649,1.1298,231.0
3436.0,0.8528,1.7057,231.5
3437.0,0.8626,1.7251,228.5
3438.0,0.816,1.6319,228.5
3439.0,0.6823,1.3647,229.0
3440.0,0.8354,1.6709,232.0
3441.0,0.6528,1.3057,231.0
3442.0,0.7372,1.4745,228.0
3443.0,0.7667,1.5335,229.0
3444.0,0.6418,1.2835,231.0
3445.0,0.6328,1.2656,231.0
3446.0,0.8177,1.6354,231.0
3447.0,0.6496,1.2993,230.0
3448.0,0.3718,0.7437,227.5
3449.0,0.707,1.4141,229.5
3450.0,0.5082,1.0165,229.0
3451.0,0.767,1.5339,230.0
3452.0,0.8074,1.6147,230.0
3453.0,0.705,1.4101,227.5
3454.0,0.8027,1.6055,227.5
3455.0,0.8589,1.7177,230.0
3456.0,0.7594,1.5188,230.5
3457.0,0.7922,1.5844,230.0
3458.0,0.6835,1.367,232.0
3459.0,0.9167,1.8334,230.5
3460.0,0.7964,1.5929,229.0
3461.0,0.8652,1.7304,229.0
3462.0,0.8479,1.6957,229.0
3463.0,0.8299,1.6597,230.0
3464.0,0.7103,1.4206,230.5
3465.0,0.8071,1.6142,229.5
3466.0,0.7816,1.5632,230.5
3467.0,0.7148,1.4296,227.5
3468.0,0.5306,1.0612,228.5
3469.0,0.4508,0.9017,228.0
3470.0,0.4935,0.987,232.0
3471.0,0.8789,1.7578,230.5
3472.0,0.852,1.704,228.5
3473.0,0.6986,1.3971,230.0
3474.0,0.4084,0.8169,229.0
3475.0,0.8239,1.6477,230.5
3476.0,0.624,1.2479,228.0
3477.0,0.6338,1.2676,228.5
3478.0,0.6962,1.3924,228.5
3479.0,0.8292,1.6584,231.5
3480.0,0.8599,1.7197,232.0
3481.0,0.8697,1.7393,232.5
3482.0,0.9183,1.8366,232.5
3483.0,0.8529,1.7058,229.0
3484.0,0.7976,1.5952,231.5
3485.0,0.926,1.852,230.5
3486.0,0.8675,1.7351,228.5
3487.0,0.6752,1.3505,227.5
3488.0,0.8292,1.6583,229.0
3489.0,0.5665,1.133,232.0
3490.0,0.917,1.8339,229.5
3491.0,0.5341,1.0683,229.0
3492.0,0.5513,1.1026,231.5
3493.0,0.6962,1.3924,231.0
3494.0,0.9056,1.8113,230.5
3495.0,0.7817,1.5635,231.0
3496.0,0.7919,1.5838,232.5
3497.0,0.8458,1.6917,231.5
3498.0,0.8708,1.7415,232.5
3499.0,0.686,1.372,232.5
3500.0,0.6986,1.3973,229.5
3501.0,0.9159,1.8317,231.0
3502.0,0.8668,1.7337,229.0
3503.0,0.8747,1.7494,229.0
3504.0,0.6318,1.2636,229.0
3505.0,0.7506,1.5011,231.0
3506.0,0.9081,1.8163,231.0
3507.0,0.8163,1.6325,231.0
3508.0,0.9212,1.8424,231.0
3509.0,0.5418,1.0835,232.5
3510.0,0.7364,1.4728,227.5
3511.0,0.4047,0.8094,227.5
3512.0,0.8487,1.6974,230.0
3513.0,0.8658,1.7316,229.0
3514.0,0.9748,1.9496,229.0
3515.0,0.7123,1.4246,230.5
3516.0,0.7508,1.5016,227.5
3517.0,0.929,1.8581,232.0
3518.0,0.6727,1.3453,232.0
3519.0,0.7557,1.5113,232.0
3520.0,0.8278,1.6557,230.0
3521.0,0.8547,1.7094,230.0
3522.0,0.8736,1.7472,230.0
3523.0,0.5765,1.1531,228.5
3524.0,0.4025,0.805,232.0
3525.0,0.7178,1.4357,232.0
3526.0,0.5716,1.1432,229.0
3527.0,0.7613,1.5225,228.0
3528.0,0.7527,1.5053,232.5
3529.0,0.7499,1.4999,228.5
3530.0,0.65,1.3,232.0
3531.0,0.4067,0.8133,231.5
3532.0,0.9001,1.8002,228.5
3533.0,0.899,1.798,231.5
3534.0,0.8377,1.6755,230.0
3535.0,0.4674,0.9348,227.5
3536.0,0.9197,1.8394,228.5
3537.0,0.6784,1.3568,228.0
3538.0,0.8426,1.6852,228.0
3539.0,0.8453,1.6905,228.0
3540.0,0.8068,1.6137,231.5
3541.0,0.5298,1.0595,228.0
3542.0,0.7807,1.5614,232.0
3543.0,0.646,1.2921,228.5
3544.0,0.8416,1.6832,231.0
3545.0,0.564,1.128,232.0
3546.0,0.8585,1.7171,227.5
3547.0,0.8125,1.6249,228.0
3548.0,0.5394,1.0789,228.0
3549.0,0.6949,1.3897,227.5
3550.0,0.4297,0.8593,231.0
3551.0,0.39,0.78,232.0
3552.0,0.7918,1.5836,228.0
3553.0,0.8346,1.6692,228.0
3554.0,0.7503,1.5006,232.0
3555.0,0.8026,1.6053,232.0
3556.0,0.7388,1.4775,232.0
3557.0,0.6975,1.3951,229.5
3558.0,0.7329,1.4659,228.0
3559.0,0.7259,1.4519,231.5
3560.0,0.715,1.43,232.5
3561.0,0.7575,1.5151,227.5
3562.0,0.7675,1.535,227.5
3563.0,0.8631,1.7261,228.5
3564.0,0.9357,1.8714,231.0
3565.0,0.8305,1.6609,231.0
3566.0,0.6655,1.331,228.0
3567.0,0.4625,0.9251,228.5
3568.0,0.8897,1.7794,229.5
3569.0,0.7953,1.5905,229.0
3570.0,0.7765,1.5529,227.5
3571.0,0.6536,1.3072,231.0
3572.0,0.6192,1.2384,229.5
3573.0,0.3444,0.6888,228.5
3574.0,0.9029,1.8057,227.5
3575.0,0.8659,1.7318,232.0
3576.0,0.9438,1.8877,230.5
3577.0,0.7845,1.569,227.5
3578.0,0.7378,1.4757,230.0
3579.0,0.8299,1.6599,229.5
3580.0,0.7432,1.4865,230.0
3581.0,0.7139,1.4279,229.5
3582.0,0.8521,1.7043,229.0
3583.0,0.7516,1.5032,231.5
3584.0,0.6559,1.3118,229.5
3585.0,0.9045,1.8089,231.0
3586.0,0.7804,1.5609,227.5
3587.0,0.5094,1.0189,231.5
3588.0,0.4259,0.8518,232.5
3589.0,0.7726,1.5453,232.5
3590.0,0.6972,1.3944,232.5
3591.0,0.8813,1.7627,228.5
3592.0,0.7869,1.5738,228.5
3593.0,0.7312,1.4623,231.0
3594.0,0.656,1.312,232.0
3595.0,0.7389,1.4779,229.5
3596.0,0.6208,1.2416,230.0
3597.0,0.8271,1.6542,230.5
3598.0,0.5715,1.143,230.0
3599.0,0.8069,1.6138,230.0
3600.0,0.9576,1.9152,232.0
3601.0,0.8226,1.6451,232.0
3602.0,0.7792,1.5585,229.5
3603.0,0.6903,1.3806,228.0
3604.0,0.7461,1.4923,229.5
3605.0,0.5772,1.1543,230.0
3606.0,0.6607,1.3213,232.5
3607.0,0.8178,1.6357,229.0
3608.0,0.858,1.716,232.5
3609.0,0.6801,1.3601,232.5
3610.0,0.8072,1.6144,229.0
3611.0,0.9393,1.8786,229.0
3612.0,0.8867,1.7735,229.0
3613.0,0.7422,1.4844,230.0
3614.0,0.8311,1.6622,230.0
3615.0,0.8856,1.7713,227.5
3616.0,0.7448,1.4896,230.0
3617.0,0.6322,1.2645,229.5
3618.0,0.6227,1.2453,230.5
3619.0,0.6277,1.2554,228.5
3620.0,0.6469,1.2938,232.5
3621.0,0.4834,0.9668,230.5
3622.0,0.6161,1.2323,230.0
3623.0,0.7264,1.4528,232.5
3624.0,0.7936,1.5871,230.5
3625.0,0.8949,1.7899,229.0
3626.0,0.5548,1.1095,232.5
3627.0,0.9556,1.9111,228.0
3628.0,0.9292,1.8584,228.0
3629.0,0.6576,1.3153,228.0
3630.0,0.7332,1.4665,228.0
3631.0,0.6552,1.3104,228.0
3632.0,0.702,1.404,228.5
3633.0,0.5145,1.029,231.0
3634.0,0.6943,1.3887,232.0
3635.0,0.6712,1.3424,232.0
3636.0,0.7401,1.4802,229.0
3637.0,0.6907,1.3814,229.0
3638.0,0.6132,1.2264,231.5
3639.0,0.5735,1.147,229.5
3640.0,0.7237,1.4475,229.0
3641.0,0.949,1.8979,231.0
3642.0,0.7342,1.4684,231.0
3643.0,0.615,1.23,231.5
3644.0,0.8433,1.6867,232.0
3645.0,0.7834,1.5667,229.5
3646.0,0.8089,1.6178,232.0
3647.0,0.74,1.4799,232.0
3648.0,0.7859,1.5717,231.5
3649.0,0.9187,1.8374,232.5
3650.0,0.7753,1.5506,232.0
3651.0,0.9483,1.8966,232.0
3652.0,0.9168,1.8336,229.5
3653.0,0.8963,1.7927,227.5
3654.0,0.7133,1.4266,231.5
3655.0,0.8363,1.6726,231.5
3656.0,0.6258,1.2517,232.0
3657.0,0.5547,1.1095,230.0
3658.0,0.5169,1.0338,228.0
3659.0,0.6731,1.3463,227.5
3660.0,0.5377,1.0754,227.5
3661.0,0.7949,1.5899,231.0
3662.0,0.8804,1.7608,230.0
3663.0,0.9607,1.9214,232.0
3664.0,0.944,1.888,232.0
3665.0,0.6919,1.3837,228.0
3666.0,0.6436,1.2872,232.5
3667.0,0.5737,1.1475,229.0
3668.0,0.3315,0.663,232.0
3669.0,0.6235,1.247,228.5
3670.0,0.7891,1.5782,230.0
3671.0,0.7759,1.5518,230.5
3672.0,0.9554,1.9108,232.5
3673.0,0.735,1.47,228.5
3674.0,0.8718,1.7437,231.5
3675.0,0.9313,1.8626,229.5
3676.0,0.8894,1.7787,229.5
3677.0,0.7402,1.4803,230.5
3678.0,0.6053,1.2105,228.0
3679.0,0.5717,1.1435,229.5
3680.0,0.8178,1.6356,228.0
3681.0,0.7734,1.5468,229.0
3682.0,0.6404,1.2808,228.0
3683.0,0.6729,1.3457,232.5
3684.0,0.7239,1.4478,230.0
3685.0,0.8731,1.7462,230.5
3686.0,0.7765,1.5529,230.5
3687.0,0.9266,1.8533,231.5
3688.0,0.8691,1.7382,231.5
3689.0,0.5699,1.1398,231.0
3690.0,0.8087,1.6174,229.0
3691.0,0.9577,1.9154,230.0
3692.0,0.9043,1.8086,231.5
3693.0,0.9468,1.8936,232.0
3694.0,0.8485,1.697,232.0
3695.0,0.7776,1.5552,227.5
3696.0,0.6025,1.2049,228.5
3697.0,0.8167,1.6334,228.0
3698.0,0.6021,1.2043,228.5
3699.0,0.9629,1.9258,227.5
3700.0,0.7239,1.4478,227.5
3701.0,0.7004,1.4008,232.0
3702.0,0.8018,1.6036,228.0
3703.0,0.5268,1.0537,231.5
3704.0,0.7199,1.4399,231.5
3705.0,0.9519,1.9039,227.5
3706.0,0.5308,1.0616,227.5
3707.0,0.7129,1.4258,229.0
3708.0,0.8224,1.6449,228.0
3709.0,0.9168,1.8335,228.5
3710.0,0.6345,1.2691,229.5
