Time_s,Coherence,SNR,Frequency_Hz
1536.0,0.7249,1.4498,231.5
1537.0,0.7775,1.5549,231.5
1538.0,0.6108,1.2217,228.0
1539.0,0.8689,1.7377,228.5
1540.0,0.7677,1.5354,230.5
1541.0,0.8441,1.6882,232.0
1542.0,0.5749,1.1499,228.5
1543.0,0.7878,1.5756,230.5
1544.0,0.7966,1.5932,230.5
1545.0,0.7955,1.5909,229.5
1546.0,0.8475,1.6951,229.5
1547.0,0.5823,1.1645,231.0
1548.0,0.7873,1.5746,231.5
1549.0,0.5264,1.0528,231.0
1550.0,0.7356,1.4713,231.5
1551.0,0.7322,1.4644,232.0
1552.0,0.7779,1.5559,232.0
1553.0,0.7787,1.5575,231.0
1554.0,0.6356,1.2712,231.0
1555.0,0.8231,1.6463,231.0
1556.0,0.8763,1.7527,231.0
1557.0,0.923,1.846,229.5
1558.0,0.8392,1.6784,229.5
1559.0,0.818,1.636,229.5
1560.0,0.6051,1.2102,229.5
1561.0,0.7122,1.4245,232.0
1562.0,0.8278,1.6556,227.5
1563.0,0.8081,1.6163,228.5
1564.0,0.9347,1.8694,232.5
1565.0,0.7229,1.4457,229.5
1566.0,0.561,1.122,228.0
1567.0,0.8802,1.7604,231.5
1568.0,0.9182,1.8364,228.5
1569.0,0.9538,1.9075,229.0
1570.0,0.9287,1.8573,228.0
1571.0,0.7604,1.5209,232.5
1572.0,0.7339,1.4677,229.0
1573.0,0.8573,1.7146,232.0
1574.0,0.6996,1.3993,232.5
1575.0,0.5595,1.119,232.5
1576.0,0.6487,1.2973,229.5
1577.0,0.872,1.744,230.0
1578.0,0.782,1.5639,230.0
1579.0,0.7409,1.4819,230.0
1580.0,0.9388,1.8777,230.0
1581.0,0.6882,1.3763,232.5
1582.0,0.7487,1.4973,229.0
1583.0,0.9604,1.9209,232.5
1584.0,0.9048,1.8096,232.5
1585.0,0.7259,1.4519,231.0
1586.0,0.814,1.628,231.5
1587.0,0.8483,1.6966,231.5
1588.0,0.7578,1.5155,232.5
1589.0,0.9039,1.8078,230.0
1590.0,0.9105,1.8209,230.0
1591.0,0.6959,1.3918,230.0
1592.0,0.9896,1.9793,230.5
1593.0,0.8852,1.7705,230.5
1594.0,0.8497,1.6993,228.5
1595.0,0.7557,1.5115,230.5
1596.0,0.7289,1.4577,229.5
1597.0,0.8604,1.7208,230.0
1598.0,0.8461,1.6923,230.0
1599.0,0.4865,0.973,231.0
1600.0,0.6776,1.3552,231.0
1601.0,0.7141,1.4283,229.5
1602.0,0.8782,1.7565,230.0
1603.0,0.7048,1.4096,232.0
1604.0,0.91,1.82,231.5
1605.0,0.6633,1.3267,229.0
1606.0,0.7148,1.4296,230.0
1607.0,0.6934,1.3869,230.0
1608.0,0.4887,0.9774,231.5
1609.0,0.6388,1.2777,228.0
1610.0,0.5823,1.1646,228.5
1611.0,0.9318,1.8636,232.0
1612.0,0.8006,1.6012,230.0
1613.0,0.6469,1.2939,232.5
1614.0,0.6203,1.2407,230.5
1615.0,0.7435,1.487,231.5
1616.0,0.575,1.15,228.5
1617.0,0.6894,1.3788,228.0
1618.0,0.8805,1.761,230.0
1619.0,0.8129,1.6257,232.0
1620.0,0.965,1.93,231.5
1621.0,0.6734,1.3468,228.0
1622.0,0.6564,1.3128,230.5
1623.0,0.4736,0.9471,229.0
1624.0,0.6567,1.3134,229.0
1625.0,0.6035,1.2069,231.0
1626.0,0.6553,1.3107,231.0
1627.0,0.6868,1.3736,230.0
1628.0,0.7655,1.531,230.0
1629.0,0.8279,1.6559,230.0
1630.0,0.8116,1.6232,232.0
1631.0,0.8557,1.7113,232.0
1632.0,0.8494,1.6988,227.5
1633.0,0.6017,1.2034,227.5
1634.0,0.5317,1.0635,231.5
1635.0,0.6367,1.2734,228.0
1636.0,0.7362,1.4723,230.0
1637.0,0.7992,1.5984,230.0
1638.0,0.8818,1.7635,230.0
1639.0,0.8611,1.7221,230.0
1640.0,0.4377,0.8753,231.5
1641.0,0.8939,1.7879,230.0
1642.0,0.4394,0.8789,232.0
1643.0,0.8618,1.7237,229.0
1644.0,0.8339,1.6678,232.0
1645.0,0.7929,1.5858,230.0
1646.0,0.6529,1.3058,231.5
1647.0,0.8885,1.777,230.5
1648.0,0.6971,1.3942,227.5
1649.0,0.6798,1.3596,227.5
1650.0,0.6412,1.2823,227.5
1651.0,0.6884,1.3768,232.0
1652.0,0.7197,1.4394,230.0
1653.0,0.7869,1.5738,231.5
1654.0,0.7152,1.4305,232.0
1655.0,0.7629,1.5258,232.0
1656.0,0.8633,1.7267,231.5
1657.0,0.7137,1.4275,231.5
1658.0,0.5512,1.1025,228.0
1659.0,0.7032,1.4064,232.0
1660.0,0.511,1.022,228.5
1661.0,0.7454,1.4907,229.0
1662.0,0.649,1.2979,230.5
1663.0,0.7478,1.4956,227.5
1664.0,0.7227,1.4455,232.0
1665.0,0.7537,1.5074,231.5
1666.0,0.811,1.622,228.0
1667.0,0.6654,1.3309,229.5
1668.0,0.8167,1.6334,228.5
1669.0,0.8732,1.7464,227.5
1670.0,0.8487,1.6973,228.5
1671.0,0.9637,1.9275,228.5
1672.0,0.7728,1.5455,228.5
1673.0,0.6995,1.399,227.5
1674.0,0.5915,1.183,231.5
1675.0,0.8912,1.7825,229.5
1676.0,0.7791,1.5582,229.5
1677.0,0.6201,1.2403,229.5
1678.0,0.719,1.438,231.5
1679.0,0.7071,1.4143,231.5
1680.0,0.6036,1.2071,229.0
1681.0,0.5974,1.1949,232.0
1682.0,0.8529,1.7058,229.5
1683.0,0.6857,1.3715,229.5
1684.0,0.605,1.2099,228.0
1685.0,0.7595,1.5191,228.5
1686.0,0.5049,1.0097,231.5
1687.0,0.7907,1.5813,229.5
1688.0,0.6019,1.2038,231.5
1689.0,0.7756,1.5512,228.5
1690.0,0.8427,1.6854,228.5
1691.0,0.6351,1.2702,228.5
1692.0,0.7003,1.4006,229.0
1693.0,0.7032,1.4064,229.0
1694.0,0.8666,1.7332,229.0
1695.0,0.7262,1.4525,229.0
1696.0,0.787,1.5739,229.0
1697.0,0.5463,1.0925,229.5
1698.0,0.7299,1.4598,227.5
1699.0,0.8247,1.6495,230.0
1700.0,0.696,1.392,231.0
1701.0,0.7125,1.4251,229.0
1702.0,0.8152,1.6304,229.0
1703.0,0.801,1.602,231.0
1704.0,0.8164,1.6328,232.5
1705.0,0.5581,1.1162,228.5
1706.0,0.7468,1.4937,232.5
1707.0,0.6304,1.2608,229.5
1708.0,0.8369,1.6737,229.5
1709.0,0.7151,1.4301,229.0
1710.0,0.7182,1.4364,230.0
1711.0,0.6591,1.3182,231.0
1712.0,0.751,1.5021,230.5
1713.0,0.6855,1.371,232.5
1714.0,0.7455,1.4911,228.0
1715.0,0.7309,1.4618,227.5
1716.0,0.6249,1.2497,228.5
1717.0,0.6524,1.3047,230.5
1718.0,0.7142,1.4284,227.5
1719.0,0.7468,1.4937,230.0
1720.0,0.7281,1.4562,229.0
1721.0,0.7314,1.4628,231.5
1722.0,0.7821,1.5642,230.5
1723.0,0.9319,1.8637,231.5
1724.0,0.7211,1.4422,228.0
1725.0,0.7516,1.5033,232.5
1726.0,0.8238,1.6475,232.5
1727.0,0.8705,1.741,229.5
1728.0,0.719,1.438,231.0
1729.0,0.8419,1.6838,232.0
1730.0,0.7133,1.4266,231.0
1731.0,0.7584,1.5168,227.5
1732.0,0.7262,1.4525,231.5
1733.0,0.7942,1.5883,231.0
1734.0,0.7275,1.455,232.5
1735.0,0.6944,1.3888,232.5
1736.0,0.9337,1.8673,229.5
1737.0,0.7724,1.5448,229.5
1738.0,0.6936,1.3872,232.5
1739.0,0.89,1.78,230.5
1740.0,0.7831,1.5661,230.5
1741.0,0.6773,1.3546,229.5
1742.0,0.4763,0.9525,232.0
1743.0,0.6859,1.3717,231.5
1744.0,0.8128,1.6256,230.5
1745.0,0.7347,1.4694,230.5
1746.0,0.8088,1.6176,230.5
1747.0,0.6901,1.3801,229.0
1748.0,0.7217,1.4434,231.5
1749.0,0.6544,1.3088,231.5
1750.0,0.7061,1.4122,229.0
1751.0,0.6239,1.2478,227.5
1752.0,0.5838,1.1675,230.0
1753.0,0.4648,0.9296,229.5
1754.0,0.5104,1.0208,229.5
1755.0,0.6424,1.2847,229.0
1756.0,0.8528,1.7056,230.0
1757.0,0.8528,1.7056,232.0
1758.0,0.7082,1.4165,231.0
1759.0,0.7809,1.5618,231.0
1760.0,0.6633,1.3266,231.0
1761.0,0.6949,1.3899,232.5
1762.0,0.8746,1.7492,232.5
1763.0,0.9043,1.8086,232.5
1764.0,0.7613,1.5226,229.0
1765.0,0.8927,1.7853,231.5
1766.0,0.7904,1.5809,231.5
1767.0,0.594,1.1881,232.5
1768.0,0.8722,1.7443,230.5
1769.0,0.8097,1.6193,230.5
1770.0,0.7211,1.4422,229.0
1771.0,0.7451,1.4901,232.5
1772.0,0.6116,1.2231,230.0
1773.0,0.4902,0.9804,230.5
1774.0,0.7913,1.5826,228.5
1775.0,0.8795,1.7589,232.0
1776.0,0.9089,1.8178,230.5
1777.0,0.9128,1.8256,230.5
1778.0,0.4798,0.9596,231.0
1779.0,0.7761,1.5522,228.0
1780.0,0.7583,1.5166,230.0
1781.0,0.7186,1.4372,227.5
1782.0,0.6188,1.2376,232.0
1783.0,0.8479,1.6959,231.5
1784.0,0.4502,0.9004,231.5
1785.0,0.773,1.5461,229.0
1786.0,0.8614,1.7228,230.5
1787.0,0.6229,1.2459,230.5
1788.0,0.6713,1.3425,230.5
1789.0,0.5916,1.1833,230.5
1790.0,0.6822,1.3645,230.5
1791.0,0.6765,1.353,231.0
1792.0,0.8782,1.7565,227.5
1793.0,0.9508,1.9016,228.5
1794.0,0.8363,1.6726,231.0
1795.0,0.9184,1.8369,228.5
1796.0,0.8945,1.789,230.0
1797.0,0.8,1.6001,230.0
1798.0,0.7539,1.5078,229.0
1799.0,0.7666,1.5333,229.0
1800.0,0.7957,1.5914,229.5
1801.0,0.6465,1.2931,232.5
1802.0,0.5667,1.1334,229.0
1803.0,0.6575,1.3151,229.0
1804.0,0.8931,1.7862,231.0
1805.0,0.6737,1.3474,230.5
1806.0,0.5834,1.1668,230.5
1807.0,0.692,1.3839,227.5
1808.0,0.938,1.876,230.0
1809.0,0.8912,1.7823,230.0
1810.0,0.5273,1.0546,230.0
1811.0,0.626,1.252,227.5
1812.0,0.7602,1.5203,228.0
1813.0,0.7407,1.4814,227.5
1814.0,0.7448,1.4897,229.0
1815.0,0.7292,1.4583,230.0
1816.0,0.946,1.892,230.0
1817.0,0.8785,1.757,229.5
1818.0,0.6788,1.3576,232.0
1819.0,0.7433,1.4866,228.5
1820.0,0.868,1.736,232.0
1821.0,0.682,1.3639,230.5
1822.0,0.8009,1.6017,230.5
1823.0,0.6096,1.2191,229.0
1824.0,0.7191,1.4381,231.0
1825.0,0.9689,1.9378,231.0
1826.0,0.5337,1.0675,230.0
1827.0,0.6157,1.2314,231.5
1828.0,0.7982,1.5963,232.0
1829.0,0.7385,1.4769,228.5
1830.0,0.7061,1.4122,228.5
1831.0,0.7631,1.5262,227.5
1832.0,0.7142,1.4285,229.5
1833.0,0.6352,1.2704,231.5
1834.0,0.7043,1.4086,229.0
1835.0,0.7154,1.4309,229.0
1836.0,0.5679,1.1358,229.0
1837.0,0.6114,1.2228,228.0
1838.0,0.5944,1.1887,231.0
1839.0,0.8274,1.6548,230.0
1840.0,0.7754,1.5508,231.0
1841.0,0.871,1.7421,230.5
1842.0,0.7227,1.4455,230.5
1843.0,0.6517,1.3034,232.5
1844.0,0.4776,0.9552,231.5
1845.0,0.8928,1.7856,228.5
1846.0,0.7943,1.5887,228.5
1847.0,0.5932,1.1865,230.0
1848.0,0.8436,1.6872,229.5
1849.0,0.4784,0.9568,230.0
1850.0,0.8873,1.7745,228.5
1851.0,0.8282,1.6564,228.5
1852.0,0.8462,1.6923,229.0
1853.0,0.444,0.8879,232.0
1854.0,0.5139,1.0277,231.0
1855.0,0.5861,1.1721,230.5
1856.0,0.7409,1.4818,229.0
1857.0,0.5842,1.1684,229.5
1858.0,0.8989,1.7979,228.0
1859.0,0.6417,1.2835,232.5
1860.0,0.9314,1.8627,229.5
1861.0,0.7117,1.4234,228.0
1862.0,0.8898,1.7796,229.0
1863.0,0.955,1.9099,231.0
1864.0,0.8364,1.6728,228.5
1865.0,0.7156,1.4313,229.0
1866.0,0.8603,1.7206,229.0
1867.0,0.6963,1.3926,232.0
1868.0,0.5952,1.1904,231.5
1869.0,0.8488,1.6976,230.5
1870.0,0.6958,1.3915,229.0
1871.0,0.5273,1.0545,228.5
1872.0,0.7756,1.5513,232.0
1873.0,0.6838,1.3676,231.5
1874.0,0.8242,1.6484,231.0
1875.0,0.8225,1.6451,231.5
1876.0,0.6856,1.3711,232.5
1877.0,0.8809,1.7618,231.5
1878.0,0.5796,1.1593,227.5
1879.0,0.4855,0.9709,232.5
1880.0,0.809,1.618,232.0
1881.0,0.7627,1.5253,231.0
1882.0,0.7143,1.4287,231.0
1883.0,0.9551,1.9103,228.5
1884.0,0.9471,1.8941,228.5
1885.0,0.8965,1.7929,228.5
1886.0,0.7149,1.4298,231.0
1887.0,0.8349,1.6698,231.0
1888.0,0.5507,1.1014,229.0
1889.0,0.4769,0.9539,230.5
1890.0,0.4904,0.9808,228.5
1891.0,0.9323,1.8646,230.5
1892.0,0.5875,1.175,227.5
1893.0,0.699,1.398,228.5
1894.0,0.6851,1.3701,230.5
1895.0,0.7457,1.4913,232.0
1896.0,0.7548,1.5097,228.5
1897.0,0.8581,1.7163,230.0
1898.0,0.9255,1.8511,227.5
1899.0,0.8455,1.691,231.5
1900.0,0.84,1.68,231.0
1901.0,0.6785,1.357,228.0
1902.0,0.7271,1.4541,230.0
1903.0,0.8037,1.6074,230.5
1904.0,0.8471,1.6941,227.5
1905.0,0.9141,1.8282,227.5
1906.0,0.7776,1.5552,228.5
1907.0,0.872,1.7441,229.5
1908.0,0.853,1.7059,229.5
1909.0,0.8231,1.6463,229.5
1910.0,0.7242,1.4485,231.0
1911.0,0.7405,1.4811,231.0
1912.0,0.7659,1.5317,230.0
1913.0,0.6503,1.3006,232.5
1914.0,0.4482,0.8965,228.0
1915.0,0.3876,0.7752,231.0
1916.0,0.7983,1.5966,232.5
1917.0,0.9033,1.8067,230.5
1918.0,0.8225,1.6451,230.5
1919.0,0.8348,1.6696,232.0
1920.0,0.9557,1.9114,230.5
1921.0,0.8051,1.6101,230.0
1922.0,0.5084,1.0169,230.0
1923.0,0.7253,1.4505,230.5
1924.0,0.7051,1.4102,230.5
1925.0,0.7335,1.4671,228.5
1926.0,0.7757,1.5513,232.0
1927.0,0.8266,1.6531,228.5
1928.0,0.7342,1.4685,228.0
1929.0,0.7117,1.4234,230.5
1930.0,0.9529,1.9058,231.0
1931.0,0.8637,1.7273,231.0
1932.0,0.8442,1.6885,229.0
1933.0,0.8801,1.7602,229.0
1934.0,0.6988,1.3977,228.5
1935.0,0.7832,1.5665,231.0
1936.0,0.4475,0.8949,229.5
1937.0,0.8302,1.6604,230.5
1938.0,0.6347,1.2695,232.0
1939.0,0.6182,1.2364,232.0
1940.0,0.617,1.2339,232.5
1941.0,0.8049,1.6098,232.0
1942.0,0.9698,1.9395,228.0
1943.0,0.6995,1.3989,231.5
1944.0,0.747,1.494,232.0
1945.0,0.8261,1.6522,231.0
1946.0,0.7833,1.5666,230.0
1947.0,0.8664,1.7329,232.0
1948.0,0.8311,1.6621,227.5
1949.0,0.9283,1.8567,227.5
1950.0,0.8556,1.7112,231.5
1951.0,0.6298,1.2596,227.5
1952.0,0.809,1.618,228.0
1953.0,0.5217,1.0434,229.0
1954.0,0.6932,1.3864,232.5
1955.0,0.6089,1.2177,232.5
1956.0,0.6286,1.2572,232.5
1957.0,0.9218,1.8436,227.5
1958.0,0.9426,1.8851,228.5
1959.0,0.9414,1.8828,228.0
1960.0,0.7929,1.5858,232.5
1961.0,0.8287,1.6573,232.5
1962.0,0.711,1.422,228.0
1963.0,0.7796,1.5592,228.0
1964.0,0.5828,1.1657,231.0
1965.0,0.6575,1.315,228.0
1966.0,0.9749,1.9499,231.5
1967.0,0.9214,1.8429,231.5
1968.0,0.7881,1.5762,228.0
1969.0,0.6291,1.2581,228.0
1970.0,0.9447,1.8894,232.5
1971.0,0.9175,1.8351,229.5
1972.0,0.844,1.688,231.5
1973.0,0.9877,1.9754,231.5
1974.0,0.8494,1.6988,231.0
1975.0,0.6995,1.399,231.0
1976.0,0.8675,1.735,228.0
1977.0,0.7225,1.445,228.5
1978.0,0.5256,1.0513,232.0
1979.0,0.5187,1.0374,228.0
1980.0,0.7469,1.4939,228.0
1981.0,0.8257,1.6514,231.5
1982.0,0.8119,1.6238,230.5
1983.0,0.81,1.6201,229.5
1984.0,0.5113,1.0225,231.0
1985.0,0.5856,1.1711,230.5
1986.0,0.7449,1.4897,229.5
1987.0,0.8731,1.7462,228.5
1988.0,0.8197,1.6393,228.5
1989.0,0.891,1.782,232.5
1990.0,0.8768,1.7536,229.0
1991.0,0.7083,1.4166,229.0
1992.0,0.6668,1.3337,230.5
1993.0,0.6173,1.2346,230.0
1994.0,0.841,1.682,227.5
1995.0,0.9404,1.8808,230.0
1996.0,0.8854,1.7708,232.5
1997.0,0.6864,1.3728,230.5
1998.0,0.7807,1.5613,230.5
1999.0,0.9678,1.9356,228.5
2000.0,0.2249,0.4499,232.0
2001.0,0.6748,1.3497,231.5
2002.0,0.7435,1.487,232.5
2003.0,0.5733,1.1466,232.5
2004.0,0.5614,1.1228,229.0
2005.0,0.9708,1.9416,230.0
2006.0,0.9076,1.8153,231.5
2007.0,0.7335,1.4669,231.5
2008.0,0.899,1.798,227.5
2009.0,0.625,1.2501,228.0
2010.0,0.9801,1.9602,228.0
2011.0,0.8234,1.6469,228.0
2012.0,0.8639,1.7279,228.0
2013.0,0.5145,1.029,228.0
2014.0,0.7404,1.4809,230.0
2015.0,0.4553,0.9107,228.0
2016.0,0.7988,1.5976,228.0
2017.0,0.7586,1.5173,232.0
2018.0,0.5647,1.1295,229.0
2019.0,0.5962,1.1923,230.0
2020.0,0.7368,1.4736,231.0
2021.0,0.8231,1.6463,230.5
2022.0,0.9396,1.8791,228.0
2023.0,0.5707,1.1414,228.0
2024.0,0.7193,1.4386,229.0
2025.0,0.6131,1.2263,229.0
2026.0,0.7367,1.4734,232.0
2027.0,0.6674,1.3347,232.0
2028.0,0.7617,1.5234,232.5
2029.0,0.6682,1.3364,228.5
2030.0,0.76,1.5201,232.5
2031.0,0.6693,1.3386,229.5
2032.0,0.6086,1.2172,231.5
2033.0,0.885,1.7699,229.5
2034.0,0.8263,1.6526,232.0
2035.0,0.9704,1.9408,228.5
2036.0,0.7248,1.4496,228.0
2037.0,0.5888,1.1776,228.0
2038.0,0.7481,1.4961,230.0
2039.0,0.8322,1.6644,232.5
2040.0,0.6396,1.2791,232.5
2041.0,0.6742,1.3484,231.0
2042.0,0.7017,1.4034,229.5
2043.0,0.6901,1.3803,228.5
2044.0,0.7758,1.5516,229.5
2045.0,0.7436,1.4872,229.5
2046.0,0.9037,1.8075,232.5
2047.0,0.805,1.6099,227.5
2048.0,0.7394,1.4788,232.0
2049.0,0.7173,1.4347,232.5
2050.0,0.8707,1.7414,232.0
2051.0,0.5252,1.0505,231.5
2052.0,0.7905,1.581,231.0
2053.0,0.6918,1.3836,227.5
2054.0,0.7692,1.5384,227.5
2055.0,0.5791,1.1583,231.5
2056.0,0.7978,1.5957,231.0
2057.0,0.8541,1.7081,231.5
2058.0,0.9281,1.8562,227.5
2059.0,0.4737,0.9474,229.5
2060.0,0.5326,1.0652,231.0
2061.0,0.6323,1.2645,229.0
2062.0,0.842,1.6839,230.0
2063.0,0.7226,1.4451,231.0
2064.0,0.5299,1.0599,230.0
2065.0,0.8232,1.6464,230.5
2066.0,0.9195,1.839,230.5
2067.0,0.7463,1.4925,229.5
2068.0,0.8415,1.6831,228.0
2069.0,0.7978,1.5955,229.5
2070.0,0.7548,1.5097,227.5
2071.0,0.6379,1.2758,229.0
2072.0,0.8355,1.671,229.0
2073.0,0.7673,1.5345,232.5
2074.0,0.648,1.2961,232.5
2075.0,0.8196,1.6391,229.0
2076.0,0.8841,1.7683,230.5
2077.0,0.6437,1.2874,228.0
2078.0,0.9066,1.8133,229.0
2079.0,0.6833,1.3666,230.0
2080.0,0.5333,1.0666,232.0
2081.0,0.5159,1.0319,227.5
2082.0,0.8269,1.6537,228.0
2083.0,0.7425,1.485,231.5
2084.0,0.6722,1.3444,229.0
2085.0,0.6496,1.2993,229.5
2086.0,0.6967,1.3933,231.0
2087.0,0.5837,1.1675,228.5
2088.0,0.6715,1.343,232.0
2089.0,0.5619,1.1239,229.5
2090.0,0.798,1.596,228.0
2091.0,0.8773,1.7547,230.0
2092.0,0.884,1.7679,232.5
2093.0,0.9006,1.8013,232.0
2094.0,0.7507,1.5014,232.0
2095.0,0.8177,1.6354,230.5
2096.0,0.8435,1.6871,230.5
2097.0,0.61,1.22,230.5
2098.0,0.4747,0.9495,230.5
2099.0,0.9604,1.9208,227.5
2100.0,0.4666,0.9332,228.0
2101.0,0.805,1.61,232.0
2102.0,0.7832,1.5663,228.0
2103.0,0.7167,1.4334,227.5
2104.0,0.538,1.076,231.0
2105.0,0.7937,1.5874,229.5
2106.0,0.8072,1.6145,229.0
2107.0,0.9198,1.8395,230.5
2108.0,0.9423,1.8846,230.5
2109.0,0.8273,1.6545,229.0
2110.0,0.9049,1.8098,229.0
2111.0,0.7893,1.5785,229.0
2112.0,0.8474,1.6948,230.0
2113.0,0.6909,1.3818,232.5
2114.0,0.7915,1.583,230.5
2115.0,0.6335,1.267,227.5
2116.0,0.685,1.37,230.0
2117.0,0.9229,1.8459,231.0
2118.0,0.7842,1.5685,232.0
2119.0,0.8311,1.6622,232.0
2120.0,0.572,1.144,231.0
2121.0,0.7839,1.5677,231.0
2122.0,0.575,1.1501,228.5
2123.0,0.6149,1.2299,229.5
2124.0,0.8765,1.7529,231.0
2125.0,0.5905,1.181,232.5
2126.0,0.9205,1.8409,230.5
2127.0,0.8782,1.7563,229.0
2128.0,0.5357,1.0714,227.5
2129.0,0.5246,1.0492,232.5
2130.0,0.6718,1.3437,231.0
2131.0,0.5255,1.051,229.5
2132.0,0.6744,1.3487,232.5
2133.0,0.8644,1.7287,229.5
2134.0,0.725,1.45,228.5
2135.0,0.5988,1.1976,229.5
2136.0,0.9231,1.8463,229.0
2137.0,0.7762,1.5524,227.5
2138.0,0.7396,1.4792,227.5
2139.0,0.4657,0.9313,232.0
2140.0,0.8367,1.6734,228.5
2141.0,0.8163,1.6325,230.0
2142.0,0.5973,1.1946,230.0
2143.0,0.805,1.6099,231.5
2144.0,0.8141,1.6281,228.5
2145.0,0.5838,1.1676,229.0
2146.0,0.7248,1.4495,232.0
2147.0,0.5188,1.0375,229.0
2148.0,0.4491,0.8981,232.0
2149.0,0.6865,1.373,232.0
2150.0,0.8559,1.7119,231.0
2151.0,0.7785,1.5569,229.5
2152.0,0.5637,1.1274,232.5
2153.0,0.7229,1.4458,229.0
2154.0,0.5778,1.1556,228.5
2155.0,0.7993,1.5985,229.5
2156.0,0.4977,0.9953,228.0
2157.0,0.765,1.53,231.5
2158.0,0.8917,1.7833,228.5
2159.0,0.8343,1.6685,228.5
2160.0,0.8288,1.6576,228.0
2161.0,0.7082,1.4165,228.0
2162.0,0.7802,1.5604,230.0
2163.0,0.7778,1.5557,229.5
2164.0,0.8383,1.6766,232.5
2165.0,0.9248,1.8495,227.5
2166.0,0.8311,1.6621,228.0
2167.0,0.9521,1.9043,228.0
2168.0,0.7071,1.4141,231.0
2169.0,0.7412,1.4824,231.0
2170.0,0.8554,1.7107,231.0
2171.0,0.954,1.9081,231.0
2172.0,0.963,1.9259,231.0
2173.0,0.7178,1.4356,228.0
2174.0,0.7643,1.5285,230.0
2175.0,0.6599,1.3198,228.5
2176.0,0.7442,1.4883,228.5
2177.0,0.604,1.208,228.5
2178.0,0.397,0.794,231.0
2179.0,0.6477,1.2954,232.5
2180.0,0.5968,1.1937,230.5
2181.0,0.7505,1.501,230.5
2182.0,0.5427,1.0855,229.0
2183.0,0.4141,0.8283,228.0
2184.0,0.4765,0.953,230.0
2185.0,0.7998,1.5996,228.0
2186.0,0.5738,1.1476,231.0
2187.0,0.4191,0.8383,228.5
2188.0,0.6091,1.2183,229.5
2189.0,0.9516,1.9032,228.0
2190.0,0.9368,1.8737,228.0
2191.0,0.77,1.5399,227.5
2192.0,0.8208,1.6416,232.5
2193.0,0.9035,1.8069,229.5
2194.0,0.7191,1.4381,229.5
2195.0,0.6348,1.2696,229.5
2196.0,0.7224,1.4448,229.0
2197.0,0.7635,1.5271,229.0
2198.0,0.7582,1.5164,227.5
2199.0,0.7956,1.5912,227.5
2200.0,0.8472,1.6944,231.5
2201.0,0.6744,1.3489,228.5
2202.0,0.8413,1.6827,228.5
2203.0,0.7952,1.5903,228.5
2204.0,0.7654,1.5308,228.5
2205.0,0.6825,1.365,228.5
2206.0,0.9588,1.9176,230.0
2207.0,0.4999,0.9999,230.5
2208.0,0.7834,1.5668,228.0
2209.0,0.8342,1.6684,230.5
2210.0,0.9579,1.9158,232.5
2211.0,0.8209,1.6418,232.5
2212.0,0.6653,1.3307,232.5
2213.0,0.7677,1.5355,232.5
2214.0,0.7531,1.5062,227.5
2215.0,0.6911,1.3821,228.5
2216.0,0.854,1.708,227.5
2217.0,0.6379,1.2757,229.0
2218.0,0.7302,1.4605,230.0
2219.0,0.5982,1.1964,229.5
2220.0,0.7603,1.5205,228.0
2221.0,0.767,1.534,229.5
2222.0,0.5028,1.0056,229.5
2223.0,0.89,1.7799,230.5
2224.0,0.8746,1.7491,229.0
2225.0,0.72,1.4401,228.0
2226.0,0.8439,1.6879,227.5
2227.0,0.7147,1.4294,230.0
2228.0,0.7869,1.5738,228.5
2229.0,0.8398,1.6797,228.5
2230.0,0.793,1.5859,229.5
2231.0,0.8636,1.7272,229.0
2232.0,0.6894,1.3789,232.5
2233.0,0.9066,1.8132,231.5
2234.0,0.7675,1.5351,231.5
2235.0,0.5518,1.1037,231.5
2236.0,0.7845,1.5691,232.5
2237.0,0.9103,1.8206,230.5
2238.0,0.9537,1.9074,230.5
2239.0,0.9416,1.8832,230.5
2240.0,0.8678,1.7356,230.5
2241.0,0.7934,1.5867,229.5
2242.0,0.5468,1.0937,229.5
2243.0,0.6456,1.2912,232.0
2244.0,0.8005,1.601,228.0
2245.0,0.7683,1.5367,229.0
2246.0,0.7348,1.4697,232.0
2247.0,0.9163,1.8326,228.5
2248.0,0.7141,1.4282,228.0
2249.0,0.559,1.1181,231.0
2250.0,0.6318,1.2636,229.0
2251.0,0.8132,1.6265,227.5
2252.0,0.8038,1.6077,228.0
2253.0,0.6871,1.3742,230.0
2254.0,0.5781,1.1562,227.5
2255.0,0.7459,1.4918,228.5
2256.0,0.8113,1.6226,232.0
2257.0,0.6366,1.2732,230.0
2258.0,0.5238,1.0476,231.0
2259.0,0.564,1.128,232.0
2260.0,0.4046,0.8091,230.5
2261.0,0.5639,1.1278,230.5
2262.0,0.8611,1.7221,230.5
2263.0,0.6725,1.3449,230.5
2264.0,0.8053,1.6106,228.0
2265.0,0.6145,1.229,231.5
2266.0,0.779,1.5579,230.5
2267.0,0.7327,1.4655,230.5
2268.0,0.4234,0.8468,230.0
2269.0,0.9233,1.8466,231.5
2270.0,0.5524,1.1048,230.5
2271.0,0.6842,1.3684,228.5
2272.0,0.6046,1.2093,230.5
2273.0,0.5415,1.0831,228.5
2274.0,0.9012,1.8024,227.5
2275.0,0.6769,1.3539,229.5
2276.0,0.4821,0.9642,231.5
2277.0,0.7825,1.565,228.5
2278.0,0.7048,1.4096,229.5
